time-pyr1[s],Pyr-1[C],time-pyr2[s],Pyr-2[C],time-tc4[s],TC-4[C]
,,54.242,817.11,39.9495,836.4832501
,,54.336,817.01,40.0495,835.5979425
,,54.445,813.59,40.1495,834.7494421
,,54.539,813.37,40.2495,833.8594647
,,54.632,812.73,40.3495,832.9690814
,,54.726,812.59,40.4495,832.1478192
,,54.82,812.4,40.5495,831.2473956
,,54.913,812.05,40.6495,830.3775006
,,55.007,811.79,40.7495,829.4949652
,,55.132,808.25,40.8495,828.6227997
,,55.225,808.07,40.9495,827.7149414
,,55.319,807.7,41.0495,826.8395154
,,55.412,807.32,41.1495,825.98875
,,55.506,807.14,41.2495,825.1010406
,,55.6,806.84,41.3495,824.186983
,,55.693,806.45,41.4495,823.3096289
,,55.802,803.1,41.5495,822.4331213
,,55.896,802.79,41.6495,821.5418921
,,55.99,802.65,41.7495,820.6652063
,,56.083,802.58,41.8495,819.778421
,,56.177,802.16,41.9495,818.905835
,,56.27,801.51,42.0495,818.0215552
,,56.364,801.32,42.1495,817.1729486
,,56.473,798.03,42.2495,816.2887433
,,56.567,797.93,42.3495,815.4433429
,,56.66,797.49,42.4495,814.5772845
,,56.754,797.06,42.5495,813.7019342
,,56.863,796.96,42.6495,812.8505725
,,56.957,796.52,42.7495,812.0041705
,,57.05,796.28,42.8495,811.1314203
,,57.16,793.08,42.9495,810.2867474
,,57.253,792.71,43.0495,809.406488
,,57.347,792.57,43.1495,808.5826306
,,57.44,792.14,43.2495,807.7362109
,,57.534,791.81,43.3495,806.8515967
,,57.628,791.65,43.4495,806.0073462
,,57.721,791.1,43.5495,805.1517328
,,57.83,787.91,43.6495,804.3116748
,,57.924,787.62,43.7495,803.4681824
,,58.018,787.45,43.8495,802.5709338
,,58.111,787.07,43.9495,801.7281244
,,58.205,786.64,44.0495,800.8626337
,,58.298,786.47,44.1495,800.0216473
,,58.392,786.15,44.2495,799.1779114
,,58.501,782.71,44.3495,798.3088391
,,58.595,782.53,44.4495,797.4543958
,,58.688,782.24,44.5495,796.6302155
,,58.782,781.66,44.6495,795.7816254
,,58.876,781.58,44.7495,794.9274261
,,58.969,781.09,44.8495,794.1028271
,,59.063,781.09,44.9495,793.257746
,,59.188,778.03,45.0495,792.4857269
,,59.281,777.65,45.1495,791.6576208
,,59.375,777.22,45.2495,790.8563428
,,59.468,776.85,45.3495,790.0317474
,,59.562,776.64,45.4495,789.2690997
,,59.656,776.12,45.5495,788.4678229
,,59.749,775.65,45.6495,787.6859357
,,59.858,772.54,45.7495,786.9698407
,,59.952,772.39,45.8495,786.2431439
,,60.046,771.82,45.9495,785.5116595
,,60.139,771.68,46.0495,784.8255817
,,60.233,771.53,46.1495,784.1377539
,,60.326,770.94,46.2495,783.4887903
,,60.42,770.88,46.3495,782.8219421
,,60.748,767.04,46.4495,782.1693066
,,60.857,766.51,46.5495,781.5237598
,,60.95,766.27,46.6495,780.8645135
,,61.044,765.99,46.7495,780.1686578
,,61.138,765.28,46.8495,779.4077551
,,61.278,761.88,46.9495,778.6430133
,,61.372,761.38,47.0495,777.7214386
,,61.465,761.24,47.1495,776.7270642
,,61.559,760.85,47.2495,775.5925739
,,61.652,760.7,47.3495,774.4454578
,,61.746,759.82,47.4495,773.303858
,,61.84,759.6,47.5495,772.1723785
,,61.933,759.23,47.6495,771.097309
,,62.042,756.52,47.7495,770.0593024
,,62.136,756.15,47.8495,769.0407562
,,62.23,755.39,47.9495,768.0494617
,,62.323,755.11,48.0495,767.0660278
,,62.417,755.09,48.1495,766.1233801
,,62.51,754.83,48.2495,765.175744
,,62.604,754.13,48.3495,764.2803229
,,62.698,753.66,48.4495,763.3683014
,,62.838,749.92,48.5495,762.4879297
,,62.932,749.74,48.6495,761.6084821
,,63.025,749.58,48.7495,760.7514624
,,63.119,749.42,48.8495,759.8728607
,,63.212,748.97,48.9495,759.0716608
,,63.306,748.56,49.0495,758.2237427
,,63.4,748.04,49.1495,757.3637799
,,63.493,747.75,49.2495,756.5094226
,,63.602,745.13,49.3495,755.6900049
,,63.696,744.4,49.4495,754.8435907
,,63.79,744.17,49.5495,754.0484186
,,63.883,743.7,49.6495,753.2451208
,,63.977,743.09,49.7495,752.4206934
,,64.07,743.19,49.8495,751.6425732
,,64.164,742.54,49.9495,750.8001068
,,64.258,742.16,50.0495,750.0456329
,,64.367,739.22,50.1495,749.2848267
,,64.46,738.92,50.2495,748.4875049
,,64.554,738.55,50.3495,747.7508936
,,64.648,738.23,50.4495,747.0050537
,,,,50.5495,746.2082971
,,,,50.6495,745.4525232
,,,,50.7495,744.7051849
,,,,50.8495,743.9552179
,,,,50.9495,743.2485626
,,,,51.0495,742.4778546
,,,,51.1495,741.7587091
,,,,51.2495,741.0163824
,,,,51.3495,740.2497253
,,,,51.4495,739.5330554
,,,,51.5495,738.8036591
,,,,51.6495,738.0866003
,,,,51.7495,737.3464832
,,,,51.8495,736.5999982
,,,,51.9495,735.8321661
,,,,52.0495,735.1054834
,,,,52.1495,734.3968457
,,,,52.2495,733.6430609
,,,,52.3495,732.8810107
,,,,52.4495,732.1900085
,,,,52.5495,731.440517
,,,,52.6495,730.6991248
,,,,52.7495,729.960614
,,,,52.8495,729.2441669
,,,,52.9495,728.5079565
,,,,53.0495,727.7574347
,,,,53.1495,727.0051624
,,,,53.2495,726.277287
,,,,53.3495,725.5558472
,,,,53.4495,724.7903772
,,,,53.5495,724.0901599
,,,,53.6495,723.3537836
,,,,53.7495,722.6234381
,,,,53.8495,721.8785626
,,,,53.9495,721.1361407
,,,,54.0495,720.3984161
,,,,54.1495,719.6701416
,,,,54.2495,718.9346387
,,,,54.3495,718.2255847
,,,,54.4495,717.4601276
,,,,54.5495,716.7274811
,,,,54.6495,716.0158173
,,,,54.7495,715.2660913
,,,,54.8495,714.5269244
,,,,54.9495,713.8050104
,,,,55.0495,713.0743604
,,,,55.1495,712.3265381
,,,,55.2495,711.5969922
,,,,55.3495,710.868559
,,,,55.4495,710.1406824
,,,,55.5495,709.3904047
,,,,55.6495,708.66927
,,,,55.7495,707.918512
,,,,55.8495,707.2466522
,,,,55.9495,706.4999457
,,,,56.0495,705.7279736
,,,,56.1495,704.9980304
,,,,56.2495,704.2869971
,,,,56.3495,703.5522845
,,,,56.4495,702.8353009
,,,,56.5495,702.1064624
,,,,56.6495,701.3573718
,,,,56.7495,700.6534875
,,,,56.8495,699.9115472
,,,,56.9495,699.2116449
,,,,57.0495,698.4931458
,,,,57.1495,697.7749506
,,,,57.2495,697.0423962
,,,,57.3495,696.3074481
,,,,57.4495,695.6232831
,,,,57.5495,694.907865
,,,,57.6495,694.1810144
,,,,57.7495,693.4645099
,,,,57.8495,692.7514166
,,,,57.9495,692.0537262
,,,,58.0495,691.3597662
,,,,58.1495,690.6169659
,,,,58.2495,689.9547101
,,,,58.3495,689.2401813
,,,,58.4495,688.5281171
,,,,58.5495,687.8332172
,,,,58.6495,687.1412494
,,,,58.7495,686.4295001
,,,,58.8495,685.7587506
,,,,58.9495,685.0573273
,,,,59.0495,684.3779993
,,,,59.1495,683.6804816
,,,,59.2495,683.0010718
,,,,59.3495,682.3055316
,,,,59.4495,681.6304132
,,,,59.5495,680.959574
,,,,59.6495,680.2677747
,,,,59.7495,679.600755
,,,,59.8495,678.8937854
,,,,59.9495,678.2188977
,,,,60.0495,677.53797
,,,,60.1495,676.8762042
,,,,60.2495,676.1912396
,,,,60.3495,675.5262036
,,,,60.4495,674.8433014
,,,,60.5495,674.1630145
,,,,60.6495,673.5137238
,,,,60.7495,672.8374017
,,,,60.8495,672.1870673
,,,,60.9495,671.503053
,,,,61.0495,670.8414368
,,,,61.1495,670.1630652
,,,,61.2495,669.5042365
,,,,61.3495,668.8565332
,,,,61.4495,668.216853
,,,,61.5495,667.5405267
,,,,61.6495,666.8867126
,,,,61.7495,666.2339154
,,,,61.8495,665.5790527
,,,,61.9495,664.9004486
,,,,62.0495,664.2535376
,,,,62.1495,663.5719684
,,,,62.2495,662.9441321
,,,,62.3495,662.3088184
,,,,62.4495,661.6582483
,,,,62.5495,660.9638202
,,,,62.6495,660.3507526
,,,,62.7495,659.7158435
,,,,62.8495,659.0485077
,,,,62.9495,658.4364673
,,,,63.0495,657.7748541
,,,,63.1495,657.1293707
,,,,63.2495,656.4747632
,,,,63.3495,655.8601855
,,,,63.4495,655.2229651
,,,,63.5495,654.5571393
,,,,63.6495,653.9319891
,,,,63.7495,653.294303
,,,,63.8495,652.6479419
,,,,63.9495,652.0187421
,,,,64.0495,651.3918481
,,,,64.1495,650.7764008
,,,,64.2495,650.1355286
,,,,64.3495,649.5075232
,,,,64.4495,648.8750787
,,,,64.5495,648.2565332
,,,,64.6495,647.6363062
,,,,64.7495,646.9981226
,,,,64.8495,646.3562964
,,,,64.9495,645.7305298
,,,,65.0495,645.1255652
,,,,65.1495,644.4746765
,,,,65.2495,643.8821063
,,,,65.3495,643.2777795
,,,,65.4495,642.6345178
,,,,65.5495,642.0325769
,,,,65.6495,641.4036328
,,,,65.7495,640.7906543
,,,,65.8495,640.1704218
,,,,65.9495,639.5472632
,,,,66.0495,638.949613
,,,,66.1495,638.342829
,,,,66.2495,637.7226068
,,,,66.3495,637.1255011
,,,,66.4495,636.5017175
,,,,66.5495,635.9006561
,,,,66.6495,635.2875
,,,,66.7495,634.6658636
,,,,66.8495,634.0542255
,,,,66.9495,633.4516425
,,,,67.0495,632.8540009
,,,,67.1495,632.2442633
,,,,67.2495,631.6552679
,,,,67.3495,631.0393457
,,,,67.4495,630.429458
,,,,67.5495,629.8237842
,,,,67.6495,629.220647
,,,,67.7495,628.6221265
,,,,67.8495,628.0279651
,,,,67.9495,627.4395361
,,,,68.0495,626.849978
,,,,68.1495,626.2503418
,,,,68.2495,625.6650897
,,,,68.3495,625.0314465
,,,,68.4495,624.4117059
,,,,68.5495,623.8519434
,,,,68.6495,623.23547
,,,,68.7495,622.6583234
,,,,68.8495,622.0688525
,,,,68.9495,621.4695288
,,,,69.0495,620.8907861
,,,,69.1495,620.2833722
,,,,69.2495,619.7106555
,,,,69.3495,619.1231696
,,,,69.4495,618.5352814
,,,,69.5495,617.9615643
,,,,69.6495,617.3678735
,,,,69.7495,616.8145477
,,,,69.8495,616.210777
,,,,69.9495,615.6449237
,,,,70.0495,615.0223981
,,,,70.1495,614.4714679
,,,,70.2495,613.8597662
,,,,70.3495,613.3034143
,,,,70.4495,612.6952002
,,,,70.5495,612.1426727
,,,,70.6495,611.560119
,,,,70.7495,611.0034607
,,,,70.8495,610.4346637
,,,,70.9495,609.8829291
,,,,71.0495,609.26763
,,,,71.1495,608.7131287
,,,,71.2495,608.1602954
,,,,71.3495,607.5644635
,,,,71.4495,606.9905731
,,,,71.5495,606.4420233
,,,,71.6495,605.8621539
,,,,71.7495,605.2697668
,,,,71.8495,604.7075385
,,,,71.9495,604.1736926
,,,,72.0495,603.5958197
,,,,72.1495,603.0415424
,,,,72.2495,602.4797296
,,,,72.3495,601.927915
,,,,72.4495,601.3700824
,,,,72.5495,600.791427
,,,,72.6495,600.2564581
,,,,72.7495,599.6971851
,,,,72.8495,599.1568121
,,,,72.9495,598.5864075
,,,,73.0495,598.0189514
,,,,73.1495,597.4700842
,,,,73.2495,596.9186011
,,,,73.3495,596.3454034
,,,,73.4495,595.7955933
,,,,73.5495,595.2280615
,,,,73.6495,594.7012817
,,,,73.7495,594.1311139
,,,,73.8495,593.585592
,,,,73.9495,593.0481653
,,,,74.0495,592.4888812
,,,,74.1495,591.9543933
,,,,74.2495,591.4011609
,,,,74.3495,590.8526849
,,,,74.4495,590.2877844
,,,,74.5495,589.761947
,,,,74.6495,589.2108533
,,,,74.7495,588.664375
,,,,74.8495,588.1379907
,,,,74.9495,587.5919086
,,,,75.0495,587.0364398
,,,,75.1495,586.5159332
,,,,75.2495,585.9862177
,,,,75.3495,585.4653125
,,,,75.4495,584.9155756
,,,,75.5495,584.3646515
,,,,75.6495,583.8176093
,,,,75.7495,583.2492792
,,,,75.8495,582.7480035
,,,,75.9495,582.1694122
,,,,76.0495,581.6674969
,,,,76.1495,581.11745
,,,,76.2495,580.5766864
,,,,76.3495,580.0867767
,,,,76.4495,579.5405182
,,,,76.5495,579.0344714
,,,,76.6495,578.4967383
,,,,76.7495,577.9682074
,,,,76.8495,577.4581128
,,,,76.9495,576.9195752
,,,,77.0495,576.3965259
,,,,77.1495,575.8616522
,,,,77.2495,575.3552161
,,,,77.3495,574.8466272
,,,,77.4495,574.2851331
,,,,77.5495,573.7886237
,,,,77.6495,573.2728857
,,,,77.7495,572.7522339
,,,,77.8495,572.2501538
,,,,77.9495,571.7062909
,,,,78.0495,571.2082715
,,,,78.1495,570.6822107
,,,,78.2495,570.1745044
,,,,78.3495,569.6441492
,,,,78.4495,569.1557422
,,,,78.5495,568.6493066
,,,,78.6495,568.1767877
,,,,78.7495,567.6361847
,,,,78.8495,567.1202954
,,,,78.9495,566.6175934
,,,,79.0495,566.1099573
,,,,79.1495,565.6389551
,,,,79.2495,565.1075763
,,,,79.3495,564.6087531
,,,,79.4495,564.0598053
,,,,79.5495,563.5834808
,,,,79.6495,563.0935059
,,,,79.7495,562.5897583
,,,,79.8495,562.0884729
,,,,79.9495,561.5987231
,,,,80.0495,561.0988092
,,,,80.1495,560.6034888
,,,,80.2495,560.0784595
,,,,80.3495,559.6050629
,,,,80.4495,559.0995062
,,,,80.5495,558.5972809
,,,,80.6495,558.1192786
,,,,80.7495,557.6023517
,,,,80.8495,557.1314325
,,,,80.9495,556.6095752
,,,,81.0495,556.1406458
,,,,81.1495,555.6415192
,,,,81.2495,555.1539008
,,,,81.3495,554.656687
,,,,81.4495,554.1863184
,,,,81.5495,553.6895801
,,,,81.6495,553.1755859
,,,,81.7495,552.7008521
,,,,81.8495,552.1911627
,,,,81.9495,551.7029126
,,,,82.0495,551.231109
,,,,82.1495,550.7446063
,,,,82.2495,550.2608148
,,,,82.3495,549.7888647
,,,,82.4495,549.2902936
,,,,82.5495,548.815545
,,,,82.6495,548.3571027
,,,,82.7495,547.8664673
,,,,82.8495,547.3798169
,,,,82.9495,546.9002417
,,,,83.0495,546.4413873
,,,,83.1495,545.9267737
,,,,83.2495,545.4764166
,,,,83.3495,545.0037488
,,,,83.4495,544.5207538
,,,,83.5495,544.036087
,,,,83.6495,543.5723859
,,,,83.7495,543.075177
,,,,83.8495,542.5982996
,,,,83.9495,542.1058264
,,,,84.0495,541.6241882
,,,,84.1495,541.1330017
,,,,84.2495,540.6900482
,,,,84.3495,540.2058453
,,,,84.4495,539.7522559
,,,,84.5495,539.3042163
,,,,84.6495,538.8324274
,,,,84.7495,538.3546509
,,,,84.8495,537.8918402
,,,,84.9495,537.3978741
,,,,85.0495,536.947605
,,,,85.1495,536.480506
,,,,85.2495,536.0409607
,,,,85.3495,535.5570911
,,,,85.4495,535.0942688
,,,,85.5495,534.6161835
,,,,85.6495,534.1712402
,,,,85.7495,533.6989062
,,,,85.8495,533.2302008
,,,,85.9495,532.74362
,,,,86.0495,532.3071783
,,,,86.1495,531.8455493
,,,,86.2495,531.392345
,,,,86.3495,530.9416168
,,,,86.4495,530.4926105
,,,,86.5495,530.0292432
,,,,86.6495,529.5910571
,,,,86.7495,529.1569952
,,,,86.8495,528.6774982
,,,,86.9495,528.2429529
,,,,87.0495,527.7839502
,,,,87.1495,527.3140649
,,,,87.2495,526.8591138
,,,,87.3495,526.4096429
,,,,87.4495,525.9619238
,,,,87.5495,525.5029083
,,,,87.6495,525.07401
,,,,87.7495,524.6362311
,,,,87.8495,524.1752289
,,,,87.9495,523.7084503
,,,,88.0495,523.2594434
,,,,88.1495,522.8331067
,,,,88.2495,522.358053
,,,,88.3495,521.9356647
,,,,88.4495,521.5140924
,,,,88.5495,521.054762
,,,,88.6495,520.5959137
,,,,88.7495,520.1749689
,,,,88.8495,519.7242285
,,,,88.9495,519.3036157
,,,,89.0495,518.8420563
,,,,89.1495,518.3944965
,,,,89.2495,517.9748138
,,,,89.3495,517.5435339
,,,,89.4495,517.1129865
,,,,89.5495,516.6723309
,,,,89.6495,516.2182526
,,,,89.7495,515.7949182
,,,,89.8495,515.3650891
,,,,89.9495,514.9061591
,,,,90.0495,514.4832977
,,,,90.1495,514.0481256
,,,,90.2495,513.6349664
,,,,90.3495,513.1929706
,,,,90.4495,512.7766223
,,,,90.5495,512.32366
,,,,90.6495,511.8494797
,,,,90.7495,511.460477
,,,,90.8495,511.0259341
,,,,90.9495,510.5918002
,,,,91.0495,510.1689484
,,,,91.1495,509.7480042
,,,,91.2495,509.309733
,,,,91.3495,508.8768719
,,,,91.4495,508.4826218
,,,,91.5495,508.041499
,,,,91.6495,507.606091
,,,,91.7495,507.2013522
,,,,91.8495,506.757598
,,,,91.9495,506.3400635
,,,,92.0495,505.9235748
,,,,92.1495,505.5172485
,,,,92.2495,505.0800165
,,,,92.3495,504.6800406
,,,,92.4495,504.2578113
,,,,92.5495,503.8368692
,,,,92.6495,503.3970108
,,,,92.7495,503.0120587
,,,,92.8495,502.5920813
,,,,92.9495,502.1978256
,,,,93.0495,501.7756921
,,,,93.1495,501.3613318
,,,,93.2495,500.9694669
,,,,93.3495,500.5655109
,,,,93.4495,500.1278339
,,,,93.5495,499.7434274
,,,,93.6495,499.3151743
,,,,93.7495,498.9016098
,,,,93.8495,498.4986954
,,,,93.9495,498.0828891
,,,,94.0495,497.6744391
,,,,94.1495,497.2699258
,,,,94.2495,496.859809
,,,,94.3495,496.4377527
,,,,94.4495,496.0570178
,,,,94.5495,495.6173001
,,,,94.6495,495.2179599
,,,,94.7495,494.8268799
,,,,94.8495,494.4157996
,,,,94.9495,494.0261508
,,,,95.0495,493.6095654
,,,,95.1495,493.1999927
,,,,95.2495,492.7971585
,,,,95.3495,492.4190356
,,,,95.4495,491.9810712
,,,,95.5495,491.5909448
,,,,95.6495,491.1869003
,,,,95.7495,490.7775067
,,,,95.8495,490.3951517
,,,,95.9495,489.9792679
,,,,96.0495,489.5815414
,,,,96.1495,489.1966949
,,,,96.2495,488.7709003
,,,,96.3495,488.3793448
,,,,96.4495,487.9831464
,,,,96.5495,487.5950256
,,,,96.6495,487.2082581
,,,,96.7495,486.8299054
,,,,96.8495,486.4324219
,,,,96.9495,486.0363876
,,,,97.0495,485.628338
,,,,97.1495,485.2400641
,,,,97.2495,484.853222
,,,,97.3495,484.455264
,,,,97.4495,484.0420938
,,,,97.5495,483.6574973
,,,,97.6495,483.2777795
,,,,97.7495,482.9023111
,,,,97.8495,482.5159448
,,,,97.9495,482.1276675
,,,,98.0495,481.7448233
,,,,98.1495,481.3618982
,,,,98.2495,480.9596237
,,,,98.3495,480.5815833
,,,,98.4495,480.1857071
,,,,98.5495,479.8179044
,,,,98.6495,479.4243423
,,,,98.7495,479.0463931
,,,,98.8495,478.6538715
,,,,98.9495,478.2783899
,,,,99.0495,477.8810712
,,,,99.1495,477.5009479
,,,,99.2495,477.1399561
,,,,99.3495,476.7507086
,,,,99.4495,476.3821939
,,,,99.5495,475.9755975
,,,,99.6495,475.6114023
,,,,99.7495,475.2234399
,,,,99.8495,474.8410828
,,,,99.9495,474.4667264
,,,,100.0495,474.1120514
,,,,100.1495,473.7524963
,,,,100.2495,473.3628482
,,,,100.3495,472.9722479
,,,,100.4495,472.5983005
,,,,100.5495,472.2341705
,,,,100.6495,471.8459708
,,,,100.7495,471.4719446
,,,,100.8495,471.0820529
,,,,100.9495,470.7175378
,,,,101.0495,470.35022
,,,,101.1495,469.9741003
,,,,101.2495,469.6005469
,,,,101.3495,469.2437875
,,,,101.4495,468.8927017
,,,,101.5495,468.5187643
,,,,101.6495,468.1234351
,,,,101.7495,467.7693246
,,,,101.8495,467.4088062
,,,,101.9495,467.0403726
,,,,102.0495,466.6710498
,,,,102.1495,466.3034781
,,,,102.2495,465.9531281
,,,,102.3495,465.5686923
,,,,102.4495,465.1989655
,,,,102.5495,464.8511011
,,,,102.6495,464.477457
,,,,102.7495,464.1420679
,,,,102.8495,463.7883432
,,,,102.9495,463.401189
,,,,103.0495,463.0535535
,,,,103.1495,462.6731232
,,,,103.2495,462.3154791
,,,,103.3495,461.9548807
,,,,103.4495,461.5908426
,,,,103.5495,461.2227328
,,,,103.6495,460.8585345
,,,,103.7495,460.4959283
,,,,103.8495,460.1251083
,,,,103.9495,459.7977063
,,,,104.0495,459.4193427
,,,,104.1495,459.0436966
,,,,104.2495,458.7063922
,,,,104.3495,458.3398679
,,,,104.4495,457.9864734
,,,,104.5495,457.6342813
,,,,104.6495,457.2909708
,,,,104.7495,456.9253156
,,,,104.8495,456.5784958
,,,,104.9495,456.2322107
,,,,105.0495,455.87651
,,,,105.1495,455.5122989
,,,,105.2495,455.180271
,,,,105.3495,454.8093561
,,,,105.4495,454.4664355
,,,,105.5495,454.1238403
,,,,105.6495,453.7732452
,,,,105.7495,453.4043378
,,,,105.8495,453.0914896
,,,,105.9495,452.7427469
,,,,106.0495,452.3866385
,,,,106.1495,452.0745111
,,,,106.2495,451.7019989
,,,,106.3495,451.3524411
,,,,106.4495,450.9979959
,,,,106.5495,450.6484521
,,,,106.6495,450.2968155
,,,,106.7495,449.9583752
,,,,106.8495,449.6398633
,,,,106.9495,449.2922244
,,,,107.0495,448.9477075
,,,,107.1495,448.6083881
,,,,107.2495,448.267244
,,,,107.3495,447.9406567
,,,,107.4495,447.6010974
,,,,107.5495,447.2392218
,,,,107.6495,446.8943976
,,,,107.7495,446.5534787
,,,,107.8495,446.2220877
,,,,107.9495,445.8767538
,,,,108.0495,445.5530441
,,,,108.1495,445.2474188
,,,,108.2495,444.8704132
,,,,108.3495,444.5559055
,,,,108.4495,444.1944409
,,,,108.5495,443.8790381
,,,,108.6495,443.5320471
,,,,108.7495,443.1935269
,,,,108.8495,442.90366
,,,,108.9495,442.5456186
,,,,109.0495,442.2131851
,,,,109.1495,441.8601871
,,,,109.2495,441.5211972
,,,,109.3495,441.1843582
,,,,109.4495,440.8756021
,,,,109.5495,440.5463071
,,,,109.6495,440.207558
,,,,109.7495,439.8891187
,,,,109.8495,439.5529294
,,,,109.9495,439.2057584
,,,,110.0495,438.89405
,,,,110.1495,438.5752197
,,,,110.2495,438.249888
,,,,110.3495,437.9267432
,,,,110.4495,437.5822302
,,,,110.5495,437.2769937
,,,,110.6495,436.9413745
,,,,110.7495,436.6081375
,,,,110.8495,436.2713773
,,,,110.9495,435.9582278
,,,,111.0495,435.6265872
,,,,111.1495,435.3079977
,,,,111.2495,434.9599664
,,,,111.3495,434.6515414
,,,,111.4495,434.333819
,,,,111.5495,434.0256384
,,,,111.6495,433.7086435
,,,,111.7495,433.3875705
,,,,111.8495,433.0663397
,,,,111.9495,432.7350232
,,,,112.0495,432.4181949
,,,,112.1495,432.1028754
,,,,112.2495,431.7698685
,,,,112.3495,431.4465668
,,,,112.4495,431.1421332
,,,,112.5495,430.8069827
,,,,112.6495,430.4771094
,,,,112.7495,430.1823624
,,,,112.8495,429.8572855
,,,,112.9495,429.549819
,,,,113.0495,429.2390659
,,,,113.1495,428.9132712
,,,,113.2495,428.5975479
,,,,113.3495,428.3036868
,,,,113.4495,427.9574884
,,,,113.5495,427.6548184
,,,,113.6495,427.3553516
,,,,113.7495,427.0450156
,,,,113.8495,426.7389804
,,,,113.9495,426.4283743
,,,,114.0495,426.0860291
,,,,114.1495,425.7781479
,,,,114.2495,425.4685205
,,,,114.3495,425.1590411
,,,,114.4495,424.8790952
,,,,114.5495,424.5605862
,,,,114.6495,424.2504706
,,,,114.7495,423.9258029
,,,,114.8495,423.6291318
,,,,114.9495,423.3140604
,,,,115.0495,423.0026691
,,,,115.1495,422.6948752
,,,,115.2495,422.4012375
,,,,115.3495,422.0836157
,,,,115.4495,421.7649384
,,,,115.5495,421.4987601
,,,,115.6495,421.1842484
,,,,115.7495,420.8590857
,,,,115.8495,420.5523392
,,,,115.9495,420.2263821
,,,,116.0495,419.9123532
,,,,116.1495,419.5962335
,,,,116.2495,419.2874084
,,,,116.3495,418.980665
,,,,116.4495,418.6859143
,,,,116.5495,418.400282
,,,,116.6495,418.1064941
,,,,116.7495,417.8081302
,,,,116.8495,417.5097861
,,,,116.9495,417.1787143
,,,,117.0495,416.9026047
,,,,117.1495,416.5706467
,,,,117.2495,416.3083002
,,,,117.3495,416.0094788
,,,,117.4495,415.7083261
,,,,117.5495,415.406684
,,,,117.6495,415.0856921
,,,,117.7495,414.8072632
,,,,117.8495,414.4806769
,,,,117.9495,414.2037686
,,,,118.0495,413.9150183
,,,,118.1495,413.624743
,,,,118.2495,413.3203238
,,,,118.3495,413.0229291
,,,,118.4495,412.7351245
,,,,118.5495,412.4434189
